,Unnamed: 0,judul,link,bahan,bumbu,metode
2746,2746,Bakwan Jagung Udang,https://resepmamiku.com/bakwan-jagung-udang-fifinimartiyana,"200 gr Cumi Asin
Pete secukupnya
1 sdm Saos Tiram
Lada Bubuk","5 bh Bawang Merah
3 bh Bawang Putih
3 bh Cabe Merah
3 bh Cabe Hijau
3 bh Cabe Rawit Merah2 lbr Daun Jeruk
2 lbr Daun Salam
1 btg Serai
1 ruas Lengkuas","1. Rendam cumi asin dengan air panas diamkan kemudian buang airnya,ulangi hingga 2 kali
2. Tumis bawang merah dan bawang putih hingga layu,masukan semua cabe dan bumbu lain,aduk hingga harum
3. Tembahkan pete,aduk-aduk lalu masukan cumi asin,bumbui dengan lada bubuk dan beri saos tiram aduk rata,masam hingga semua matang,angkat sajikan bersama nasi hangat"
2747,2747,Sayur Asem Jakarta,https://resepmamiku.com/sayur-asem-jakarta-dapur_izma,"250gr Tepung Protein Tinggi
50gr Tepung Tapioka
1sdt Garam
1sdt Soda Qi (bisa ganti baking soda)
2x Telor Ukuran Besar (bisa pake full kuning telor total 120 gr)
25 ml Air
25 ml Minyak Ayam / Minyak Goreng",,"1. Campur semua bahan sampai menggumpal berbentuk bola. diamkan 1 jam tutup dengan cling wrap
2. Setelah 1 jam…bagi adonan menjadi 4 bulatan…ambil 1 pipihkan….lalu giling pake Signora Noodle Motor No 1 beberapa kali (me : 10) Tabur dengan tepung tapioka.
3. Naikkan perlahan No 2 kemudian No 3 , kemudian no 4
4. Pindahkan ke gilingan mie lalu giling
5. Bungkus dalam wadah kedap udara tabuti tapioka lalu simpan dalam chiller.
Selamat mencoba ."
2748,2748,Semur Bandeng,https://resepmamiku.com/semur-bandeng-dapur_izma,"370 gr Tepung terigu Pro sedang
50 gram tepung maizena
400 ml Air
1/2 sdt Garam
80 gr Gula pasir
1sdm Baking Powder
2 butir Kuning telur50 ml Air
1 sdt baking soda
1 sdm extra vanilla300 gram daging ayam cincang
200 gram jagung manis pipil
135 ml saos sambal
135 ml saos tomat
1 sdt lada bubuk
1 sdt kaldu bubuk
1 sdt garam
3 siung bawang putih, cincang
4 siung bawang merah, cincang
150 ml air
1 sdm margarin
2 batang daun bawang/seledri
1 sdm larutan maizena
1 box @keju_prochiz mozarella
(untuk 3 loyang)",,"1.Aduk semua bahan diatas kecuali telur menggunakan mixer speed rendah selama 5 menit.
Setelah adonan kalis masukkan telur lalu aduk rata saja.
2.Istirahatkan adonan selama 2jam& tutup.
3.Panaskan margari, tumis bawang putih&bawang merah sampai harum, masukan ayam&jagung.Masak sampai beruba warna.
4.Beri garam, lada bubuk,kaldu bubuk,2 sdm saos tomat & 2sdm saos cabe,Air.Masak sampai Air susut. Beri larutan maizena & daun bawang.Cicipi rasa. Angkat
3.Campur bahan B&diaduk,tuang kdlm adonan A. Aduk sampai tercampur.
4.Panaskan teflon di api sedang,tunggu teflon panas.
5.Tuang adonan 1 cangkir plastik, ratakan. Masak sampai permukaannya kering, taburi dgn keju mozarella,oles saus sambal&tomat, tumisan Ayam jagung terakhir keju mozarella. Tutup sampai keju meleleh. Angkat.
6.MARTABAK PIZZA LOKAL siap dinikmati."
2749,2749,Sop Kambing Kuah Susu Ala Betawi,https://resepmamiku.com/sop-kambing-kuah-susu-ala-betawi-rachveda,"500 gr Ikan Gabus
5 bh Asem Belimbing
1 sdm Air Asam Jawa
Cabe Rawit secukupnya
Garam
Kaldu Bubuk
Gula Pasir","6 bh Bawang Merah
3 bh Bawang Putih
3 bh Cabe Merah
1 ruas Kunyit
1 ruas Jahe
2 btr Kemiri
1/2 sdt Merica
1/4 sdt Ketumbar2 lbr Daun Jeruk
1 ruas Lengkuas","1. Cuci bersih ikan marinasi dengan jeruk nipis,garam dan kunyit bubuk,diamkan selama 15 menit lalu goreng hingga matang,angkat tiriskan
2. Tumis bumbu halus hingga harum dan matang,masukan bumbu lain aduk lalu tambahkan air secukupnya,biarkan mendidih
3. Masukan air asam jawa,garam kaldu bubuk dan gula pasir aduk rata,masukan ikan yg telah digoreng,masak hingga kuah agak menyusut,tambakan asam belimbing dan cabe rawit utuh,masak sebentar saja lalu koreksi rasa,angkat sajikan"
2750,2750,Telur Bakso Pedas Gurih,https://resepmamiku.com/telur-bakso-pedas-gurih-fifinimartiyana,"5 lbr Sushi Nori (potong bulat)
Tepung bumbu serbaguna secukupnya",,"1. Potong Nori bentuk bulat
2. Siapkan bahan celupan, celup Nori lalu goreng.
3. Setelah matang, bentuk cekungan dengan bantuan rolling pin atau capit makanan yang tahan panas contoh seperti di video
4. Siapkan topping, goreng ayam fillet dengan tepung bumbu serbaguna.
5. Orak arik telur dan sayuran
6. Isi Tacos dengan nasi lalu beri topping sesuai selera
7. Siap dihidangkan"
2751,2751,Sayur Tahu Santan,https://resepmamiku.com/sayur-tahu-santan-dapur_izma,"5 Pasang Ati Ampela
2 lbr Daun Salam
2 lbr Daun Jeruk
1 ruas Jahe,geprek
Petai Secukupnya
Garam
Kaldu Bubuk
Gula Pasir","6 bh Bawang Merah
3 bh Bawang Putih
6 bh Cabe Merah
3 bh Cabe Rawit Merah
Bumbu Lain
2 lbr Daun Salam
2 lbr Daun Jeruk
1 ruas Lengkuas","1. Rebus ati ampela dengan daun salam,daun jeruk dan jahe hingga matang,buang airnya sisihkan
2. Tumis bumbu halus hingga harum dna matang lalu masukan bumbu lain aduk2,tambahkan petai aduk
3. Masukan ati ampela yg telah direbus,bumbui garam kaldu bubuk dan gula pasir aduk hingga semua bumbu tercampur rata,koreksi rasa angkat sajikan"
2752,2752,Spicy Chicken Wings,https://resepmamiku.com/spicy-chicken-wings-fifinimartiyana,"4 ekor Ikan Nila
1 bh Jeruk Nipis
Garam
Kunyit Bubuk
Air secukupnya
1/2 bks Santan Instan
Garam
Gula Pasir","6 bh Bawang Merah
3 bh Bawang Putih
4 bh Cabe Merah
3 btr Kemiri
1 ruas Kunyi
1 ruas Jahe
Bumbu Lain
2 lbr Daun Jeruk
1 btg Serai1. Cuci bersih ikan lumuri dengan perasan jeruk nipis,garam dan kunyit bubuk selama 15 menit lalu goreng ikan hingga matang tiriskan
2. Tumis bumbu halus dan bumbu lain hingga harum dan matang lalu masukan air dan santan sambil diaduk tembahkan garam dan gula pasir aduk rata,lalu masuka ikan masan hingga kuah agak menyusut bumbu meresap
3. Panaskan grill pan,panggang hingga agak kecoklatan angkat sajikan",
2753,2753,Suir Tongkol Balado Terong,https://resepmamiku.com/suir-tongkol-balado-terong-qiutin-kitchen,"3 ekor ikan peda merah
2 ikat kemangi
Bubuk kaldu gula pasir secukupnya
Daun pisang secukupnya","5 cabe merah keriting
1 ruas kunyit
Sedikit langkuas dan jahe
4 siung bawang merah
3 siung bawang putih
Note : Ini Tidak pedas jika teman” suka pedas tinggal tambah cabe.","1. Cuci ikan dan rendam dgn air hangat kemudian tiriskan.
2. Campur semua bahan kukus 30 menit.
3. Bakar dgn sedikit minyak di atas pan anti lengket
Happy cooking ."
2754,2754,Terong Crispy,https://resepmamiku.com/terong-crispy-fifinimartiyana,"400 gram tempe, dipotong dadu
2 sendok makan kecap manis
4 sdm minyak goreng
6 lembar daun jeruk
1 batang serai, geprek","3 buah cabai merah besar
7 butir bawang merah
3 siung bawang putih
1/2 sdt garam
1/2 sdt gula pasir","Tempe balado, oles tempe dengan kecap manis, diamkan 30 menit, boleh dipanggang sebentar di wajan anti lengket yang dioles minyak.
Haluskan bumbu dan tumis sampai wangi. Masukkan sereh dan daun salam,masak terus sampai bumbu berminyak
Masukkan tempe, garam, gula. Aduk sampai tempe terbalut bumbu. Masukkan kemangi, aduk rata dan segera angkat
Sajikan tempe dengan nasi dan tumisan sayur. Di sini tumisan tanpa kecap.
Teppanyaki, tumis bawang putih dan bombai sampai wangi. Besarkan api, masukkan wortel, aduk sampai agak layu
Masukan kacang panjang dan tauge, aduk rata
Tambahkan saus teriyaki, garam dan merica, aduk rata dan segera sajikan"
2755,2755,Pepes Ikan Nila,https://resepmamiku.com/pepes-ikan-nila-fifinimartiyana,"· 150 gram udang kupas, haluskan
· 50 gram udang kupas, cincang kasar
· 50 gram tepung sagu
· 1 butir putih telur
· 3 siung bawang putih, haluskan
· 1⁄2 sdt garam",,"· Dalam wadah, campur udang halus, udang cincang, bawang putih, dan putih telur. Aduk menggunakan garpu hingga rata dan tidak bergerindil.
· Masukkan tepung sagu. Aduk kembali hingga rata. Sisihkan sebentar.
· Dalam panci, panaskan air hingga mendidih. Matikan api.
· Ambil adonan bakso lalu bentuk bulat sesuai selera. Masukkan bakso ke dalam air panas dalam panci. Lakukan hingga adonan habis.
· Nyalakan api kompor kembali. Masak bakso hingga mengapung dan biarkan 10 menit. Angkat bakso dan tiriskan."
2756,2756,Lumpia Rebung,https://resepmamiku.com/lumpia-rebung-dapur_izma,"250 gr terigu pro sedang
375 ml santan
1 butir telur
1/4 sdt garam
1/2 sdt kunyit bubuk
Pewarna kuning1/2 kg daging ayam
Santan secukupnya","8 bawang merah
3 bawang putih
5 cabe merah besar
Cabe rawit sesuai selera
1/2 bungkus kecil trasi,bakar
Sejumput jinten,sangrai
1/3 sdt ketumbar
Jahe secukupnyaSeruas lengkuas, memarkan
2 batang serai, memarkan
3 lembar daun jeruk
3 sdm air asam jawa
1 sdm bumbu kare bubuk","Campur semua bahan
Aduk menggunakan wisk sampai rata
Saring adonan dan masukan ke piping bag
Gunting kecil ujung pipping bag
Panaskan wajan anti lengket dengan api kecil
Lalu lakukan gerakan memutar selagi nuang adonan ke wajan
Masak sampai permukaan set
Angkat dan gulung seperti dadar gulung
Lakukan sampai adonan habis
Sajikan dengan kuah kareTumis bumbu halus bersama daun jeruk serai lengkuas sampai matang, harum dan berminyak
Masukan ayam,masak sebentar sampai agak berubah warna sambil sesekali di aduk
Tambahkan air secukupnya, dan air asam Jawa,gula merah,garam,lada bubuk,kaldu bubuk,bumbu kare bubuk aduk rata dan koreksi rasa (masak – 15mnt dengan api kecil)
Masukan santan,masak lagi dengan api kecil kurleb 10mnt, jangan lupa koreksi rasa"
2757,2757,Tumis Sawi Jamur,https://resepmamiku.com/tumis-sawi-jamur-fifinimartiyana,"250 gr kwetiao basah (cuci bersih, tiriskan)
2 bh bakso ikan (iris tipis)
4 ekor udang kupas
1 butir telur (kocok lepas)
3 siung bawang putih (cincang kasar)
Caisim secukupnya (pot2)
Daun bawang secukupnya
1/2 sdm saus tiram
Kecap asin, kaldu jamur dan merica secukupnya
1/2 sdm minyak wijen
1 sdm maizena (larutkan dgn air)
Minyak secukupnya
Air secukupnya",,"1. Tumis setengah bawang putih cincang dgn sedikit minyak hingga wangi, masukkan kwetiao basah tambahkan kecap asin, tumis hingga harum dan ada bagian kwetiau yg sedikit kecoklatan, angkat tata di wadah saji sisihkan
3. Tumis sisa bawang putih hingga bawang kecoklatan, masukkan udang dan bakso ikan tambahkan kecap asin tumis hingga udang matang, masukkan air, caisim bumbui dgn saus tiram, kaldu jamur, merica tes rasa kalau kurang asin tambahkan kecap asin lg
4. Setelah air mendidih tuang larutan maizena (tingkat kekentalan sesuaikan selera masing2 ya) aduk2, kemudian tuang telur kocok sambil diaduk pelan2 aja, terakhir tambahkan minyak wijen, daun bawang
5. Siram kuah wak fen diatas kwetiao yg td da kita tumis, tambahkan bawang goreng, siap disajikan"
2758,2758,Daging Gurih Goreng Kunyit,https://resepmamiku.com/daging-gurih-goreng-kunyit-jeehan_kitchen,"1 ons toge
1 bh wortel potong panjang agak tipis
5 lonjor kacang panjang potong serong
2 lbr daun salam
Garam, kaldu jamur, gula, air secukupnya","5 bh cabe rawit merah
5 siung bawang merah
3 siung bawang putih","1. Tumis bumbu tumbuk hingga harum masukkan potongan wortel aduk-aduk sebentar. Tambahkan air , garam, gula , kaldu jamur aduk rata.
2. Masukkan potongan kacang panjang aduk-aduk sebentar hingga berubah warna. Masukkan toge aduk-aduk hingga tercampur rata & bumbu meresap
3. Koreksi rasa, angkat setelah cukup matang. Sajikan"
2759,2759,Toge Goreng Bogor,https://resepmamiku.com/toge-goreng-bogor-dapur_izma,"Daun paya sobek-sobek
Kacang panjang potong-potong
Toge rebus secukupnya
2 ikat Daun singkong , siangi
1 bh Labu Siam besar potong panjang","250 gr kacang tanah goreng
15 bh cabe rawit merah
1 bh jeruk purut ambil kulit ijo nya saja
Kencur secukupnya
4 siung bawang putih
3 sdm asem Jawa air secukupnya aduk rata
Gula merah secukupnya
Garam secukupnya","1. Ulek kulit jeruk purut, kencur , cabe,bawang putih hingga halus. Tambahkan kacang tanah goreng, garam, ulek lagi hingga halus dan tercampur rata.
2. Siapkan wadah masukkan semua bahan yg sudah di ulek tambahkan campuran air asem aduk-aduk hingga rata dan tidak bergerindil.
3. Koreksi rasa, masukkan bahan sayuran, bahan pelengkap aduk-aduk hingga tercampur rata. Siap disajikan"
2760,2760,Cah Brokoli Jamur Kuping,https://resepmamiku.com/cah-brokoli-jamur-kuping-yscooking,"5 ekor ikan sarden basah
5 bh buncis potong serong
3 sdm tauco Medan, tanpa kuah/airnya
1 bh jeruk nipis
5 bh cabe merah keriting potong serong
5 bh cabe hijau keriting potong serong
Garam, kaldu jamur, gula, air secukupnya","10 bh cabe rawit campur
5 siung bawang merah iris
5 siung bawang putih","1. Bersihkan ikan basah hingga bersih kemudian beri perasan jeruk nipis, garam aduk-aduk sebentar. Diamkan 10 menit kemudian bilas dengan air bersih. Goreng hingga matang , sisihkan
2. Tumis bumbu halus hingga harum masukkan potongan cabe, tauco Medan aduk-aduk hingga rata. Tuang air secukupnya tambahkan garam, kaldu jamur, gula aduk-aduk sebentar
3. Masukkan potongan buncis aduk-aduk masak hingga matang dan bumbu meresap. Koreksi rasa,, masukkan ikan goreng aduk-aduk sebentar.
4. Angkat , sajikan"
2761,2761,Ikan Kembung Sambel Cobek,https://resepmamiku.com/ikan-kembung-sambel-cobek-lisna_lisnawati71,"500 gr ikan tongkol potong-potong
2 kotak tahu putih belah 6
3 lbr daun salam
4 cm lengkuas di geprek
2 btg sereh di geprek
1/2 bh kelapa parut
Garam, kaldu jamur, gula, air secukupnya","7 siung bawang merah
5 siung bawang putih
3 btr kemiri
1/2 sdt ketumbar bubuk
7 bh cabe merah keriting
7 bh cabe rawit merah","1. Cuci bersih potongan ikan lalu lumuri dengan jeruk nipis diamkan 15 menit kemudian bilas dengan air bersih tiriskan. Cuci tahu lalu tiriskan
2. Goreng ikan tongkol hingga setengah matang lalu angkat . Tiriskan
3. Tumis bumbu halus hingga harum masukkan sereh, lengkuas, daun salam aduk rata. Tuang air secukupnya tambahkan garam, kaldu jamur, gula aduk rata biarkan mendidih.
4. Masukkan santan aduk-aduk sebentar spy santan tidak pecah. Masukkan tongkol goreng dan tahu aduk pelas spy tahu tidak hancur.
5. Masak hingga matang dan bumbu meresap, gunakan api kecil. Koreksi rasa. Angkat sajikan"
2762,2762,Buncis Hati Ayam Balado,https://resepmamiku.com/buncis-hati-ayam-balado-ketutarsini,"Ikan bawal putih beri garam dan air jeruk nipis
Tomat potong potong
Pete
1/2 bawang bombai iris
2 sdm tauco cuci bersih
Cabe iris
Daun bawang iris
3 siung bawang putih iris
Jahe geprek
Kecap ikan
Saus tiram
Kecap manis
Garam, penyedap jamur,lada secukupnya
Air secukupnya",,"1.goreng ikan hingga golden brown lalu angkat dan sisihkan.
2.tumis bawang putih,jahe, bawang bombai hingga harum.
3.beri air,tauco,kecap ikan, kecap manis,saus tiram, garam,lada, penyedap jamur.
4.setelah mendidih masukan cabe, tomat ,daun bawang iris ,Pete.
5.masukan ikan goreng masak sebentar lalu angkat dan sajikan"
2763,2763,Bubur Manado / Tinutuan,https://resepmamiku.com/bubur-manado-tinutuan-rachelviann,"8 pasang hati ampela
1 btg daun sereh di geprek
2 lbr daun salam
Garam,, air secukupnya","4 lbr daun jeruk
2 btg sereh di geprek
2 lbr daun salam
100 gr kelapa parut sangrai lalu ulek halus
1 liter santan encer sedang ( kurang lebih )
Gula merah secukupnya10 bh cabe merah keriting
7 bh cabe rawit merah
2 bh bunga lawang
2 bh kapulaga
1/4 sdt jinten
1 cm jahe
1/2 jempol kunyit
5 siung bawang merah
5 siung bawang putih
3 btr kemiri
Sedikit kayu manis
2 bh cengkeh","Cuci bersih hati ampela dengan garam kemudian bilas hingga bersih. Sisihkan. Masak air hingga mendidih kemudian masukkan hati ampela, sereh, daun salam , garam, masak hingga berubah warna. Angkat bilas dengan air bersih. Sisihkan1. Tumis bumbu halus hingga harum masukkan daun jeruk, daun salam , sereh aduk-aduk hingga rata. Masak bumbu hingga matang.
2. Tuang santan cair tambahkan garam, kaldu jamur, gula merah aduk-aduk. Masukkan rebusan hati ampela aduk-aduk
3. Masak hingga agak matang, masukkan kelapa ulek aduk-aduk. Masak hingga matang dan bumbu meresap. Gunakan api kecil
4. Koreksi rasa, angkat sajikan"
2764,2764,Ikan Tim Oriental,https://resepmamiku.com/ikan-tim-oriental-christinsetiorini,"2 lembar puff pastry
1 butir telur
oregano/parsley untuk taburan185gr/ 1 kaleng tuna kaleng
2.5sdm mayonese
1/2 bombay cincang ( ukuran kecil ya bombay nya )",,"campur smua bahan isian, sisihkan
potong puff pastry , 1 lembar jadi 4
beri isian
oles dengan telur, taburi parsley
panggang dengan airfryer dengan suhu 180 selama 15 menit
siap disajikan"
2765,2765,Ayam Kentang Kuah Kecap,https://resepmamiku.com/ayam-kentang-kuah-kecap-yscooking,"500 gr daging sengkel rebus sebentar lalu buang air darahnya
Kentang potong potong
Tomat potong potong
Kecap asin
Kecap manis
Gula merah
Garam,lada, penyedap jamur secukupnyaDaun salam
Kayu manis
Kembang lawang",,"1.tumis bumbu halus dan aromatik hingga harum.
2.masukan tomat, daging, kentang secara bersamaan.lalu tambahkan air
3.tutup panci ,masak sampai bunyi berdesis lalu kecilkan api kompor masak lagi selama 30 menit.
4.lalu matikan kompor keluarkan uap dari katup.
Lalu buka , angkat dan sajikan."
2766,2766,Chicken Teriyaki,https://resepmamiku.com/chicken-teriyaki-fifinimartiyana,"500 gr daging ayam
250 gr kentang, kupas cuci bersih dan potong2
5 butir telur ayam rebus yang sudah di goreng hingga berkulit
1 sdm minyak goreng untuk menumis
1 bks bumbu Alamami Opor Ayam @lemonilo
600 mil air800 gr beras (1 liter), cuci bersih tiriskan
130 mil santan (me: santan instan ukuran 65 mil 2 bks)
700 mil air
1 bks bumbu Alamami Opor Ayam @lemonilo
1 sdt kaldu bubuk ayam kampung @lemonilo
1⁄4 sdt kunyit bubuk @lemonilo
1 sdt garam
2 lmbr daun salam kering @lemonilo
2 btg sereh
3 centong sayur bumbu ungkepan ayam",,"Bahan (A) : Tumis 1 bks bumbu Alamami Opor Ayam dengan sedikit minyak goreng, lalu masukkan ayam dan tambahkan air, masak hingga mendidih, setelah mendidih masukkan kentang dan telur, masak hingga menyusut dan kentang empuk, sisihkan
Bahan (B) : dalam magic com masukkan beras, tambahkan santan, air, 1 bks bumbu Alamami Opor Ayam, kaldu bubuk Ayam kampung, kunyit bubuk, garam, daun salam, sereh dan bumbu ungkepan ayam, aduk hingga tercampur rata, masak di magic com seperti masak nasi biasa. Setelah matang angkat nasinya dan masukkan kedandang selang seling dengan ayam kentang dan telur yang di ungkep, timbum lagi dengan nasi, kukus diatas kompor selama 40 menit, angkat dan sajikan bersama pelengkap"
2767,2767,Sop Ayam Simple,https://resepmamiku.com/sop-ayam-simple-fifinimartiyana,"300 gr cumi basah potong cincin
2 bh tahu putih potong dadu
1 papan Pete kupas
2 lbr daun jeruk sobek-sobek
1 slice jahe
1 bh jeruk nipis
Garam, kaldu jamur, gula, air, secukupnya","15 bh cabe merah keriting
5 siung bawang merah
3 siung bawang putih","1. Cuci bersih cumi kemudian potong cincin lalu kucuri dengan air jeruk diamkan 10 menit kemudian bilas dengan air bersih. Sisihkan
2. Cuci bersih potongan tahu kemudian goreng hingga matang kecoklatan. Angkat sisihkan
3. Tumis bumbu halus hingga harum masukkan daun jeruk, sereh , potongan cumi,air aduk-aduk hingga cumi berubah warna.
4. Tambahkan garam, kaldu jamur,gula aduk rata. Masak hingga matang dan bumbu meresap. Masukkan pete aduk-aduk sebentar. Koreksi rasa
5. Angkat sajikan"
2768,2768,Ikan Kakap Tim Oriental,https://resepmamiku.com/ikan-kakap-tim-oriental-christinsetiorini,"200 gr kerang dara kupas
6 HH cabe hijau keriting potong serong
5 bh cabe rawit merah potong serong
1/2 bh bawang merah peking ,iris
3 siung bawang putih cincang
1 sdm saus tiram
Garam, kaldu jamur, gula , air secukupnya",,"1. Cuci bersih kerang dara kemudian rebus 7 dalam air mendidih,angkat. Bilas dengan air bersih. Sisihkan
2. Tumis duo bawang hingga harum masukkan irisan cabe aduk-aduk hingga layu.
3. Tambahkan garam, kaldu jamur, gula, saus tiram dan air secukupnya. Masukkan kerang aduk-aduk sebentar hingga tercampur rata
4. Koreksi rasa, angkat sajikan"
2769,2769,Kembang Kol Ayam Jamur,https://resepmamiku.com/kembang-kol-ayam-jamur-yscooking,"1 ekor ayam kampung potong potong
Kacang panjang potong serong
300 ml santan kental
1000 ml santan encer
1 buah asam Kandis
Garam,gula, penyedap jamur secukupnya","Daun kunyit
2 lbr daun salam
2 lbr daun jeruk
1 batang sereh geprek","1. Tumis bumbu halus dan aromatik hingga harum.
2.masukan ayam aduk aduk lalu masukan santan encer.
3.masukan asam Kandis,garam,gula dan penyedap jamur.
4.setelah ayam empuk masukan santan kental dan kacang panjang.
5. Aduk aduk hingga matang lalu angkat dan sajikan."
2770,2770,Oseng Tempe Kacang Panjang,https://resepmamiku.com/oseng-tempe-kacang-panjang-fifinimartiyana,"Kwetiau
3 siung bawang putih cincang
Udang
Bakso ikan
Jamur kuping iris
Sawi iris
Cabe iris
1 butir telur dikocok lepas
1 sdt kecap ikan
1 sdt kecap asin
Garam, lada secukupnya
1/2 sdm tepung maizena, larutkan sedikit air
250 ml air",,"1.tumis bawang putih hingga harum masukan kwetiau aduk aduk lalu angkat dan sisihkan.
2. Tumis bawang putih hingga harum, masukan cabe,sisihkan masukan telur aduk aduk,masukan udang,bakso, kecap ikan, kecap asin aduk sebentar dan tambahkan air.
3. Masak hingga mendidih, kecilkan api. Masukan sawi,jamur,garam, lada aduk rata, masukan larutan maizena sambil diaduk.
Masak hingga agak mengental, matikan api
4.lalu siram diatas kwetiau"
2771,2771,Ayam Geprek Lombok Ijo,https://resepmamiku.com/ayam-geprek-lombok-ijo-fifinimartiyana,"Touge
Teri Medan rendam air panas
Cabe rawit
2 siung bawang putih cincang halus
Garam, penyedap jamur secukupnya",,"1.cuci bersih teri,lalu goreng hingga golden brown sisihkan
2.tumis bawang putih dan cabe hingga harum .
3.masukan touge,garam dan penyedap jamur aduk hingga matang
4.angkat dan sajikan"
2772,2772,Ayam Geprek Jogja,https://resepmamiku.com/ayam-geprek-jogja-dapur_izma,"650 gr ayam ( 2 bh paha ayam ), cuci bersih
2 btg sereh besar, geprek
3 cm lengkuas di geprek
8 lbr daun salam
1 btg daun bawang/prei potong-potong
2 btg daun seledri simpulkan
3 liter air
35-40 gr gula merah
Garam, kaldu jamur secukupnyaMie kuning siap pakai , siram air matang tiriskan
Bihun rebus
Bawang goreng
Daun seledri iris
Daun bawang/prei iris
Jeruk nipis/jeruk kunci
Toge rebus
Sambal
Kerupuk
Kecap manis","4 btr kemiri
1 sdt ketumbar bubuk
1 sdt lada butir
2 bh bunga lawang
4 bh kapulaga
8 siung bawang merah
5 siung bawang putih
Sedikit kayu manis","1. Siapkan wajan besar tuang air biarkan mendidih kemudian masukkan sereh, lengkuas daun salam dan paha ayam.
2. Tumis bumbu halus hingga harum kemudian masukkan kedalam wajan aduk-aduk sebentar. Tambahkan garam, kaldu jamur,gula merah, potongan daun bawang , seledri aduk rata. Masak hingga ayam empuk. Koreksi rasa
3. Angkat ayam lalu tiriskan kemudian goreng hingga berkulit/golden brown. Kemudian suwir-suwir. SisihkanSiapkan mangkok tata mie kuning, bihun ,suwiran ayam, toge rebus kemudian siram dengan kuah kaldu . Tambahkan daun seledri,daun bawang, bawang goreng, sambal , kecap manis, kerupuk. Kucuri dengan persan jeruk nipis/kunci, aduk rata sajikan"
2773,2773,Balado Jengkol Ikan Bilis,https://resepmamiku.com/balado-jengkol-ikan-bilis-qiutin-kitchen,"100 gr ikan teri asin
3 siung bawang merah besar iris
10 btg buncis potong serong
1 btg daun bawang potong panjang
Garam, kaldu jamur, gula secukupnya","2 bh tomat
7 bh cabe merah keriting
10 bh cabe rawit hijau
4 siung bawang putih","1. Rendan ikan teri dalam air hangat selama 10 menit lalu bilas dengan air bersih tiriskan. Goreng hingga matang/garing. Sisihkan
2. Rebus potongan buncis selama 10 menit menit dalam air mendidih. Angkat tiriskan. Goreng dalam minyak panas langsung angkat. Tiriskan
3. Tumis bumbu halus dan irisan bawang hingga harum masukkan tambahkan garam, kaldu jamur, gula aduk rata.
4. Masak bumbu hingga matang, gunakan api kecil. Masukkan potongan daun bawang aduk-aduk sebentar kemudian masukkan ikan teri, buncis goreng aduk rata.
5. Koreksi rasa, angkat sajikan"
2774,2774,Chicken Pok Pok Sambal Matah,https://resepmamiku.com/chicken-pok-pok-sambal-matah-fifinimartiyana,"Ikan salmon
1sdm jeruk lemon
Lada
1sdm saus tiram
1sdm arak masak
Garam secukupnya
1 SDM minyak wijen",,"Marinasi salmon dengan garam,lada,saus tiram,arak masak selama 15 menit.
Panaskan teflon lalu panggang salmon sampai matang
Kucuri dengan air lemon sajikan dengan sayuran segar."
2775,2775,Sop Oyong Bakso,https://resepmamiku.com/sop-oyong-bakso-fifinimartiyana,"35 Kulit Dimsum3 Butir Telur
2 Buah Sosis Bratwurst
3 Buah Cabai Merah
3 Tangkai Daun Bawang
3 Siung Bawang Putih
1/2 sdt Garam
1/2 sdt Kaldu Bubuk
1/2 sdt Merica Bubuk
1 sdt Gula Pasir
Minyak wijen / minyak goreng secukupnya1 Siung Bawang Putih
5 sdm Saus Tomat
2 sdm Saus Sambal
1 sdt Gula Pasir
100 ml Air",,"1. Isian : tumis bawang putih sampai harum, masukkan telur orak arik, kemudian masukkan bahan lain dan bumbu-bumbu, aduk sampai rata, angkat.
2. Ambil satu lembar kulit dimsum, isi secukupnya dengan bahan isian, oles tepinya dengan air, lipat-lipat bagian tepinya.
3. Oles dengan minyak permukaan dimsum, Kukus 20 menit, angkat.
4. Saus : tumis bawang putih sampai harum, masukkan saus tomatsaus sambal, gula pasir, air, aduk rata, masak sampai mengental.
5. Sajikan dimsum telur dengan sausnya."
2776,2776,Kare Rajungan,https://resepmamiku.com/kare-rajungan-mgrt-erna,"500 gr daging sengkel iris sesuai selera
1 buah lobak putih, iris tebal
3 lembar daun salam
3 lembar daun jeruk
1 batang serai, geprek
2 cm lengkuas, geprek
1cm jahe, geprek
Garam, lada, penyedap jamur secukupnya
Air secukupnyaKacang kedele goreng
daun bawang, iris
Jeruk
Sambal
Bawang goreng
Emping","10 siung bawang merah
5 siung bawang putih","1.tumis bumbu halus .masukan ,daun salam,daun jeruk,serai, lengkuas,jahe.tumis hingga harum.
2.masukan daging aduk aduk beri air.masak hingga daging empuk
3.masukan lobak masak hingga matang beri garam,lada, penyedap jamur..
4.sajikan soto dengan pelengkap"
